Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/20/2023,18:01:39,42.2744386667,-71.811271,165.1,0,1.40,100180,96.02,400,103,10.94,0.31,38.01,2.78,37.00,983.50,183.78,18.85
02/20/2023,18:01:40,42.2744386667,-71.811271,165.1,0,1.40,100180,95.77,400,98,10.94,-0.35,38.24,2.70,36.86,967.10,324.82,160.41
02/20/2023,18:01:42,42.2744386667,-71.811271,165.1,0,1.50,100178,97.11,400,92,10.94,-0.24,38.35,2.78,37.02,977.80,232.58,67.83
02/20/2023,18:01:44,42.2744386667,-71.811271,165.1,0,1.50,100169,95.52,400,87,10.94,0.17,38.58,2.89,37.20,980.60,208.58,43.74
02/20/2023,18:01:45,42.2744491667,-71.8112803333,164.9,0,1.40,100176,96.27,400,82,10.94,0.02,38.80,2.84,37.13,980.20,212.00,47.18
02/20/2023,18:01:47,42.2744491667,-71.8112803333,164.9,0,1.30,100165,97.53,400,77,10.94,-0.25,38.91,2.81,37.06,981.70,199.16,34.29
02/20/2023,18:01:49,42.2744491667,-71.8112803333,164.9,0,1.30,100163,96.36,400,72,10.94,-0.25,39.03,2.85,37.13,980.80,206.86,42.02
02/20/2023,18:01:50,42.2744491667,-71.8112803333,164.9,0,1.40,100191,94.93,400,66,10.94,-0.03,39.25,2.97,37.33,983.00,188.05,23.13
02/20/2023,18:01:52,42.2744491667,-71.8112803333,164.9,0,1.40,100184,96.69,400,60,10.94,-0.05,39.36,2.98,37.36,982.30,194.03,29.14
02/20/2023,18:01:54,42.2744605,-71.811288,164.7,0,-5.60,98854,206.01,400,53,10.94,-0.11,39.59,3.06,37.51,986.70,156.48,-8.56
02/20/2023,18:01:56,42.2744605,-71.811288,164.7,0,-2.30,99194,179.04,400,45,10.94,-0.02,39.70,3.10,37.58,988.20,143.71,-21.38
02/20/2023,18:01:58,42.2744605,-71.811288,164.7,0,-1.40,99457,155.85,400,38,10.94,0.12,39.81,3.12,37.62,987.20,152.22,-12.83
02/20/2023,18:01:59,42.2744605,-71.811288,164.7,0,-0.90,99604,143.86,400,31,10.94,0.21,39.93,3.10,37.58,987.60,148.81,-16.25
02/20/2023,18:02:01,42.2744835,-71.8113005,164.4,0,0.00,99811,126.32,400,26,10.94,0.30,39.81,3.11,37.60,988.90,137.75,-27.35
02/20/2023,18:02:02,42.2744835,-71.8113005,164.4,0,0.20,99875,122.36,400,22,10.94,0.32,39.81,3.13,37.62,988.00,145.41,-19.67
02/20/2023,18:02:04,42.2744835,-71.8113005,164.4,0,0.50,99905,119.41,400,21,10.94,0.32,39.70,3.11,37.60,987.90,146.26,-18.81
02/20/2023,18:02:06,42.2744835,-71.8113005,164.4,0,0.70,99929,116.88,400,20,10.94,0.33,39.59,3.13,37.63,988.70,139.45,-25.65
02/20/2023,18:02:07,42.2744835,-71.8113005,164.4,0,0.70,99940,115.87,400,20,10.94,0.33,39.36,3.14,37.65,988.20,143.71,-21.38
02/20/2023,18:02:09,42.2744943333,-71.8113076667,164.2,0,0.80,99947,114.86,400,20,10.94,0.38,39.14,3.13,37.63,987.80,147.11,-17.96
02/20/2023,18:02:11,42.2744943333,-71.8113076667,164.2,0,0.80,99928,116.97,400,20,10.94,0.37,39.03,3.12,37.62,987.80,147.11,-17.96
02/20/2023,18:02:12,42.274504,-71.8113171667,164.3,0,0.90,99915,117.55,400,20,10.94,0.37,38.80,3.13,37.67,987.90,146.26,-18.81
02/20/2023,18:02:14,42.2745133333,-71.8113276667,164.3,0,0.90,99925,117.64,400,20,10.94,0.37,38.80,3.14,37.65,988.10,144.56,-20.52
02/20/2023,18:02:16,42.2745213333,-71.8113378333,164.2,0,0.80,99896,118.73,400,20,10.94,0.37,38.69,3.14,37.65,988.10,144.56,-20.52
02/20/2023,18:02:18,42.2745288333,-71.8113483333,164.2,1,0.70,99902,118.99,400,20,10.94,0.38,38.69,3.14,37.65,987.90,146.26,-18.81
02/20/2023,18:02:19,42.2745356667,-71.8113586667,164.3,1,0.70,99908,119.49,400,20,10.94,0.38,38.69,3.14,37.65,988.90,137.75,-27.35
02/20/2023,18:02:21,42.2745356667,-71.8113586667,164.3,1,0.60,99901,118.65,400,20,10.94,0.39,38.69,3.15,37.67,987.90,146.26,-18.81
02/20/2023,18:02:23,42.2745356667,-71.8113586667,164.3,1,0.60,99907,120.42,400,20,10.94,0.39,38.69,3.15,37.69,988.00,145.41,-19.67
02/20/2023,18:02:25,42.2745356667,-71.8113586667,164.3,1,0.60,99911,117.89,400,20,10.94,0.40,38.58,3.14,37.65,988.80,138.60,-26.50
02/20/2023,18:02:26,42.2745413333,-71.8113705,164.3,1,0.60,99911,117.47,400,20,10.94,0.40,38.58,3.14,37.65,988.10,144.56,-20.52
02/20/2023,18:02:28,42.2745413333,-71.8113705,164.3,1,0.30,99886,121.01,400,20,10.94,0.38,38.58,3.13,37.63,988.10,144.56,-20.52
02/20/2023,18:02:29,42.2745413333,-71.8113705,164.3,1,0.50,99903,118.40,400,20,10.94,0.40,38.58,3.12,37.63,988.80,138.60,-26.50
02/20/2023,18:02:31,42.2745413333,-71.8113705,164.3,1,0.50,99907,117.81,400,20,10.94,0.41,38.58,3.12,37.62,988.10,144.56,-20.52
02/20/2023,18:02:33,42.2745413333,-71.8113705,164.3,1,0.60,99948,114.78,400,20,10.94,0.43,38.58,3.09,37.56,989.30,134.35,-30.77
02/20/2023,18:02:35,42.2745483333,-71.8113925,164.0,1,0.60,99952,114.61,400,20,10.94,0.42,38.58,3.07,37.53,988.20,143.71,-21.38
02/20/2023,18:02:36,42.2745483333,-71.8113925,164.0,1,0.60,99965,114.02,400,20,10.94,0.42,38.58,3.04,37.47,988.30,142.86,-22.23
02/20/2023,18:02:38,42.2745493333,-71.8113945,164.0,1,0.50,99949,115.87,400,20,10.94,0.42,38.58,3.00,37.40,989.10,136.05,-29.06
02/20/2023,18:02:40,42.2745503333,-71.8113943333,164.1,1,0.50,99965,113.77,400,20,10.94,0.43,38.46,2.95,37.33,988.20,143.71,-21.38
02/20/2023,18:02:42,42.2745503333,-71.8113943333,164.1,1,0.40,99948,114.94,400,20,10.94,0.43,38.35,2.90,37.20,988.30,142.86,-22.23
02/20/2023,18:02:44,42.2745503333,-71.8113943333,164.1,1,0.40,99953,114.02,400,20,10.94,0.44,38.35,2.84,37.11,988.40,142.01,-23.08
02/20/2023,18:02:46,42.2745503333,-71.8113943333,164.1,1,0.40,99965,114.10,400,20,10.94,0.44,38.24,2.80,37.04,988.90,137.75,-27.35
02/20/2023,18:02:47,42.2745511667,-71.8114001667,164.0,1,0.40,99955,115.87,400,20,10.94,0.44,38.13,2.78,37.02,988.40,142.01,-23.08
02/20/2023,18:02:48,42.2745528333,-71.811411,163.9,1,0.40,99948,115.20,400,20,10.94,0.51,38.13,2.78,37.00,988.40,142.01,-23.08
02/20/2023,18:02:50,42.2745528333,-71.811411,163.9,1,0.50,99946,115.28,400,20,10.94,0.53,38.01,2.75,36.97,988.40,142.01,-23.08
02/20/2023,18:02:53,42.2745528333,-71.811411,163.9,1,1.20,100041,108.30,400,20,10.94,0.52,37.90,2.73,36.93,986.30,159.89,-5.14
02/20/2023,18:02:53,42.2745528333,-71.811411,163.9,1,1.20,100057,106.78,400,20,10.94,0.51,37.90,2.71,36.88,987.10,153.07,-11.97
02/20/2023,18:02:55,42.2745526667,-71.81143,163.9,1,1.10,100047,106.95,400,20,10.94,0.52,37.79,2.68,36.82,986.10,161.59,-3.42
02/20/2023,18:02:57,42.2745526667,-71.81143,163.9,1,1.10,100038,107.54,400,20,10.94,0.50,37.79,2.67,36.82,986.70,156.48,-8.56
02/20/2023,18:02:58,42.2745526667,-71.81143,163.9,1,1.20,100039,107.37,400,20,10.94,0.48,37.79,2.68,36.84,985.80,164.15,-0.86
02/20/2023,18:03:00,42.2745526667,-71.81143,163.9,1,1.20,100038,108.55,400,20,10.94,0.14,37.68,2.62,36.72,979.90,214.57,49.76
02/24/2023,11:32:27,42.2745536667,-71.8114398333,164.1,1,1.20,100024,108.72,400,20,10.94,-0.16,37.56,2.55,36.61,974.60,260.08,95.43
02/24/2023,11:32:29,42.2745533333,-71.8114493333,164.0,1,1.20,99976,113.26,400,20,10.94,-0.58,37.68,2.51,36.54,971.30,288.51,123.98
02/24/2023,11:32:31,42.2745533333,-71.8114493333,164.0,1,1.50,100030,108.21,400,20,10.94,-0.06,37.68,2.65,36.75,973.70,267.82,103.21
02/24/2023,11:32:32,42.2745533333,-71.8114493333,164.0,1,1.60,100018,108.97,400,20,10.94,0.28,37.68,2.79,37.04,983.20,186.34,21.42
02/24/2023,11:32:34,42.2745541667,-71.8114573333,164.0,1,1.70,100033,108.05,400,20,10.94,0.20,37.68,2.81,37.06,980.40,210.29,45.46
02/24/2023,11:32:36,42.2745541667,-71.8114573333,164.0,1,1.80,100037,107.29,400,20,10.94,0.34,37.79,2.88,37.18,983.00,188.05,23.13
02/24/2023,11:32:38,42.2745541667,-71.8114573333,164.0,1,1.60,100010,125.14,400,22,10.94,0.35,37.68,2.97,37.35,988.90,137.75,-27.35
02/24/2023,11:32:39,42.2745568333,-71.8114671667,164.1,1,2.40,100147,98.04,400,24,10.94,-0.44,37.79,2.78,36.99,985.40,167.56,2.57
02/24/2023,11:32:41,42.2745573333,-71.811478,164.2,1,2.50,100185,95.68,400,27,10.94,-1.00,37.79,2.86,37.13,986.50,158.18,-6.84
02/24/2023,11:32:43,42.2745573333,-71.811478,164.2,1,2.50,100187,94.26,400,31,10.94,0.48,37.79,2.98,37.36,987.30,151.37,-13.69
02/24/2023,11:32:44,42.2745573333,-71.811478,164.2,1,2.50,100186,95.26,400,34,10.94,0.41,37.79,2.96,37.35,987.00,153.92,-11.12
02/24/2023,11:32:46,42.2745573333,-71.8114878333,164.3,1,2.50,100192,95.52,400,37,10.94,0.44,37.90,2.99,37.36,986.80,155.63,-9.41
